barren	6
reefs	5
islands	7
coral	5
outcrops	8
overlapping	11
believed	8
rich	4
oil	3
gas	3
flashpoint	10
claims	6
long	4
feared	6
asia	4
conflict	8
armed	5
flexed	6
china	5
philippines	11
muscles	7
wednesday	9
ambassador	10
del	3
rosario	7
warned	6
challenged	10
prepared	8
sovereignty	11
secure	6
vessels	7
philippine	10
navy	4
sending	7
additional	10
shoal	5
lies	4
kilometers	10
miles	5
nearest	7
coast	5
official	8
told	4
associated	10
press	5
spoke	5
anonymity	9
condition	9
authority	9
lack	4
discuss	7
situation	9
media	5
standoff	8
began	5
sunday	6
surveillance	12
spotted	7
plane	5
chinese	7
anchored	8
fishing	7
lagoon	6
scarborough	11
foreign	7
affairs	7
department	10
bracing	7
market	6
euros	5
cash	4
explanation	11
n't	3
put	3
number	6
low	3
london-based	12
analyst	7
banking	7
named	5
lenders	7
spanish	7
aside	5
set	3
provisions	10
top	3
ordered	7
february	8
performing	10
loans	5
defaults	8
bad	3
recession	9
rise	4
unemployment	12
percent	7
government	10
source	6
euro	4
impact	6
capital	7
estimated	9
added	5
rescue	6
systemic	8
lender	6
bankia	6
sa	2
smaller	7
banks	5
make	4
investors	9
figure	6
viewed	6
appetite	8
western	7
powers	6
repeat	6
intervention	12
military	8
libyan	6
helped	6
rebels	6
topple	6
long-time	9
ruler	5
arming	6
moammar	7
gadhafi	7
year	4
moscow	6
opponents	9
assad	5
inconclusive	12
lead	4
years	5
bloodshed	9
fierce	6
clashes	7
regime	6
syrian	6
forces	6
wounded	7
central	7
city	4
rastan	6
monday	6
left	4
soldiers	8
dead	4
dozens	6
observatory	11
human	5
rights	6
monitoring	10
britain-based	13
indicated	9
group	5
initial	7
reports	7
troop	5
destroyed	9
carriers	8
dawn	4
outskirts	9
rebel-held	10
province	8
located	7
homs	4
lieutenant	10
defected	8
killed	6
launched	8
offensive	9
sharp	5
weekend	7
met	3
resistance	10
ouster	6
seeking	7
president	9
bashar	6
al-assad	8
presumptive	11
however	7
trip	4
republican	10
nominee	7
presidential	12
struck	6
mitt	4
romney	6
somber	6
tone	4
release	7
pleased	7
obama	5
returned	8
afghanistan	11
deserve	7
troops	6
american	8
people	6
hear	4
stake	5
war	3
vital	5
success	7
nation	6
security	8
tragedy	7
strategic	9
setback	7
taliban	7
america	7
sanctuary	9
power	5
created	7
terrorists	10
tolerated	9
lost	4
thousands	9
september	9
sacrificed	10
many	4
brave	5
americans	9
win	3
fight	5
future	6
injured	7
man	3
drive	5
car	3
cloverhill	10
prison	6
summoned	8
assistance	10
tallaght	8
general	7
hospital	8
injuries	8
thought	7
threatening	11
life	4
witnesses	9
describe	8
scene	5
shooting	8
saloon	6
silver	6
leaving	7
area	4
discovered	10
pm	2
inchicore	9
fire	4
golden	6
bridge	6
terrace	7
removed	7
forensic	8
examination	11
technical	9
gardai	6
sarsfield	9
road	4
ballyfermot	11
contact	7
ex-soviet	9
authorities	11
leader	6
mikhail	7
gorbachev	9
russian	7
annul	5
parliamentary	13
election	8
vote	4
results	7
hold	4
village	7
residents	9
fled	4
looting	7
setting	7
houses	6
shops	5
shelling	8
reported	8
nearby	6
hayaleen	8
revolution	10
punish	6
villages	8
end	3
quickly	7
northern	8
lebanon	7
gunbattles	10
running	7
primarily	9
broke	5
saturday	8
continued	9
morning	7
neighborhood	12
populated	9
sunni	5
muslims	7
opposed	7
backers	7
alawite	7
sect	4
highlights	10
fighting	8
trouble	7
easily	6
syria	5
neighboring	11
raise	5
tensions	8
complex	7
shares	6
sectarian	9
web	3
political	9
rivalries	9
ties	4
duck	4
embassy	7
duck	4
cover	5
drill	5
not	3
avoid	5
twitter	7
karzai	6
pact	4
including	9
country	7
leads	5
countries	9
hoping	6
stability	9
prosperity	10
development	11
region	6
nor	3
decade	6
afghan	6
asked	5
stood	5
've	3
ceremony	8
signing	7
forward	7
peace	5
long-term	9
're	3
agreeing	8
headed	6
partners	8
home	4
air	3
force	5
hours	5
ground	6
possibility	11
agreed	6
month	5
sees	4
pursue	6
staying	7
train	5
remnants	8
al-qaeda	8
officially	10
putin	5
registered	10
presidency	10
run	3
unusually	9
march	5
sustained	9
protests	8
indignation	11
past	4
days	4
showed	6
opposition	10
suggested	9
retake	6
job	3
held	4
smoothly	8
expected	8
condemned	9
union	5
journalists	11
violence	8
police	6
probe	5
called	6
describing	10
attacks	7
arrests	7
attempt	7
gag	3
intimidate	10
society	7
more	4
rallies	7
pro-putin	9
gathering	9
attracted	9
tiring	6
russians	8
united	6
russia	6
party	5
overshadowed	12
strongly	8
reputation	10
dozen	5
earned	6
corruption	10
assault	7
raises	6
concern	7
fresh	5
resilience	10
insurgency	10
anniversary	11
nato	4
osama	5
bin	3
laden	5
death	5
winds	5
combat	6
presence	8
responsibility	14
hands	5
riposte	7
signed	6
partnership	11
deal	4
kabul	5
govern	6
afghan-us	9
relations	9
insurgents	10
dismissed	9
illegitimate	12
commander-in-chief	18
election-year	13
address	7
presented	9
capable	7
ending	6
wars	4
withdrawal	10
us	2
crushing	8
iraq	4
conjure	7
exhausted	9
public	6
recalling	9
time	4
decade-long	11
plotted	7
dark	4
cloud	5
uk-based	8
shelled	7
sources	7
army	4
rebel	5
town	4
control	7
january	7
reportedly	10
bombardment	11
shells	6
rockets	7
hitting	7
gmt	3
rate	4
minute	6
member	6
declined	8
free	4
reuters	7
satellite	9
news	4
agency	6
phone	5
neighbouring	12
al	2
jazeera	7
rula	4
amin	4
reporting	9
beirut	6
armoured	8
vehicles	8
carrying	8
attacked	8
heading	7
stronghold	10
national	8
sniper	6
nna	3
soldier	7
shot	4
early	5
shell	5
found	5
side	4
died	4
residential	11
landed	6
reporter	8
reinforcements	14
tripoli	7
lebanese	8
intermittent	12
gunmen	6
automatic	9
rifles	6
rocket-propelled	16
heavier	7
weapons	7
grenades	8
fired	5
sharply	7
split	5
lines	5
sects	5
religious	9
fragile	7
precisely	9
fault	5
line	4
issue	5
array	5
pro-syrian	10
parties	7
support	7
citizens	8
helicopters	11
roamed	6
sky	3
protest	7
show	4
tuesday	7
officers	8
interior	8
ministry	8
deployed	8
manned	6
largely	7
conscripts	10
video	5
state-owned	11
working	7
ria	3
novosti	7
detained	8
briefly	7
commission	10
application	11
building	8
handing	7
affiliated	10
hajar	5
cousin	6
terrorist	9
independently	13
cnn	3
verify	6
deaths	6
severely	8
restricted	10
access	6
international	13
monitors	8
team	4
so-called	9
observe	7
progress	8
cease-fire	10
encourage	9
implementation	14
plan	4
head	4
observer	8
mission	7
robert	6
mood	4
civilian	8
provinces	9
state-run	9
daraa	5
idleb	5
hama	4
arab	4
observers	9
weeks	5
stopped	7
supposed	8
effect	6
april	5
lcc	3
visit	5
special	7
qaeda	5
architect	9
raid	4
pakistan	8
televised	9
base	4
winding	7
north	5
emerge	6
abroad	6
economic	8
crisis	6
renew	5
's	2
backdrop	8
speaking	8
armored	7
flag	4
nearly	6
rulers	6
ousted	6
overthrown	10
harboring	9
militants	9
quick	5
credit	6
attack	6
green	5
compounds	9
westerners	10
main	4
lauren	6
o'neill	7
celebrated	10
recently	8
birthday	8
gun	3
small	5
ireland	7
bellaghy	8
co	2
derry	5
critical	8
sister	6
centre	6
house	5
william	7
court	5
major	5
investigation	13
arrested	8
toomebridge	11
suspicion	9
murder	6
questioned	10
hour	4
service	7
psni	4
woman	5
aged	4
assisting	9
offender	8
released	8
unconditionally	15
detectives	10
night	5
priest	6
protect	7
deputy	6
stormont	8
visited	7
first	5
minister	8
martin	6
mcguinness	10
family	6
trauma	6
agencies	8
similar	7
unsanctioned	12
rally	5
rostov-on-don	13
petersburg	10
southern	8
ended	5
broken	6
rallied	7
faced	5
protesters	10
hundreds	8
gatherings	10
register	8
formally	8
day	3
position	8
grew	4
period	6
authoritarian	13
part	4
note	4
grave	5
according	9
neighbor	8
goodyear	8
heard	5
shots	5
arrived	7
minutes	7
children	8
doorstep	8
boys	4
joel	4
covered	7
blood	5
mom	3
pebbles	7
oldest	6
child	5
towards	7
walking	7
back	4
lured	5
mother	6
kids	4
calm	4
stressed	8
mad	3
stepped	7
walked	6
trillion	8
companies	9
sovereign	9
wealth	6
debt	4
fund	4
stops	5
buying	6
weakening	9
surprise	8
nationalises	12
import	6
exports	7
spain	5
escalates	9
germany	7
warns	5
greece	6
bailout	7
agreement	9
aid	3
state	5
taking	6
crippling	9
measure	7
save	4
exposure	8
bn	2
property	8
sector	6
classed	7
total	5
problematic	11
hangover	8
extends	7
financial	9
commercial	10
bank	4
figures	7
assets	6
real	4
estate	6
seized	6
portfolio	9
regulators	10
elsewhere	9
acquisition	11
watching	8
mountain	8
view	4
california-based	16
company	7
obtain	6
motorola	8
mobility	8
advantage	9
unfair	6
stabbing	8
widower	7
brighton	8
jeffrey	7
burrows	7
norfolk	7
square	6
east	4
sussex	6
liverpool	9
remains	7
custody	7
charged	7
elliott	7
may	3
appeared	8
lewes	5
crown	5
plea	4
enter	5
remanded	8
management	10
case	4
hearing	7
july	4
residence	9
return	6
door	4
gunshots	8
deputies	8
thomas	6
cremated	8
text	4
message	7
middle	6
wanted	6
happened	8
port	4
john	4
west	4
cape	4
canaveral	9
nasa	4
space	5
numerous	8
kennedy	7
center	6
location	8
famed	5
shuttle	7
launches	8
fatally	7
florida	7
sought	6
killing	7
firing	6
fatal	5
confirmed	9
deadliest	9
suffered	8
uprising	8
despite	7
un-backed	9
nominal	7
ceasefire	9
ago	3
imposed	7
meanwhile	9
eu	2
sanctions	9
round	5
effort	6
increase	8
pressure	8
damascus	8
subjected	9
overnight	9
fiercely	8
contested	9
changed	7
times	5
husband	7
father	6
moved	5
months	6
hard	4
peaceful	8
pretty	6
normally	8
place	5
incident	8
deadly	6
week	4
brevard	7
county	6
homicides	9
ran	3
next-door	9
identified	10
neighbour	9
tanya	5
sheriff	7
lt	2
tod	3
awoken	6
coming	6
st	2
orlando	7
local	5
maritime	8
ships	5
sailed	6
statement	9
gregorio	8
pilar	5
preventing	10
erring	6
arrest	6
fishermen	9
unchanged	9
remained	8
ma	2
contacted	9
emphasise	9
integral	8
territory	9
aimed	5
invite	6
talks	5
diplomatic	10
finding	7
solution	8
spokesman	9
zhang	5
hua	3
afp	3
manila	6
comment	7
latest	6
flare-up	8
competing	9
territorial	11
atop	4
parts	5
south	5
sea	3
sit	3
vast	4
deposits	8
dfa	3
phl	3
harassed	8
marine	6
safeguard	9
interests	9
also	4
huangyan	8
island	6
panatag	7
moreover	8
moving	6
gunboat	7
naval	5
blocked	7
lagnoon	7
entrance	8
triggering	10
murderous	9
rampage	7
today	5
turning	7
murders	7
prime	5
mariano	7
rajoy	5
sweeping	8
nationalised	12
action	6
salvage	7
fourth-biggest	14
dripping	8
balance	7
sheet	5
red	3
ink	3
independent	11
madrid	6
charge	6
auditing	8
valuing	7
firms	5
collapsed	9
cabinet	7
ministers	9
conference	10
meeting	7
transparency	12
complete	8
clarity	7
crucial	7
solvency	8
doubt	5
economy	7
luis	4
guindos	7
ibex-35	7
index	5
plunged	7
leading	7
dragged	7
pc	2
points	6
plummeting	10
values	6
strongest	9
slumped	7
santander	9
eurozone	8
biggest	7
dropped	7
number-two	10
bbva	4
skidded	7
stemming	8
touched	7
revolt	6
border	6
threatened	10
morph	5
broader	7
relentless	10
undermines	10
bring	5
begin	5
limited	7
throwing	8
rest	4
calls	5
rule	4
impoverished	12
al-tamana	9
northwest	9
late	4
homes	5
occurred	8
barely	6
benigno	7
aquino	6
iii	3
anew	4
pushed	6
rules-based	11
spratlys	8
row	3
urged	5
association	11
common	6
southeast	9
asian	5
nations	7
arrive	6
willing	7
stand	5
host	4
matter	6
claimants	9
malaysia	8
vietnam	7
taiwan	6
brunei	6
monitored	9
aircraft	8
nautical	8
base-point	10
zambales	8
suicide	7
detonated	9
attacker	8
compound	8
bomb	4
gates	5
foreigners	10
afghans	7
officials	9
claimed	7
cleared	7
warning	7
airspace	8
new	3
york	4
ensuing	7
fighter	7
norwegian	9
journal	7
wall	4
street	6
hospitalized	12
schoolchildren	14
school	6
person	6
unannounced	11
made	4
hamid	5
sign	4
rocked	6
bomber	6
disguised	9
burqas	6
housing	7
mind	4
significance	12
preserving	10
iran	4
frontier	8
eastern	7
permanent	9
include	7
bases	5
even	4
concluded	9
conduct	7
remain	6
counterterrorism	16
strikes	7
otherwise	9
advise	6
exploit	7
collect	7
intelligence	12
targets	7
deployment	10
includes	8
areas	5
un	2
raids	5
strongholds	11
civilians	9
majority	8
watchdog	8
truce	5
syria-linked	12
spilled	7
male	4
female	6
toome	5
antrim	6
serious	7
crime	5
suite	5
station	7
investigating	13
appealed	8
information	11
engaged	7
discussions	11
seek	4
china-philippine	16
friendly	8
preserved	9
interest	8
invited	7
discussion	10
announcement	12
stocks	6
tumbled	7
friday	6
present	7
reforms	7
clean-up	8
difficult	9
last-minute	11
weekly	6
approve	7
park	4
toxic	5
holding	7
sell	4
announce	8
demands	7
sound	5
portfolios	10
forced	6
finalized	9
adding	6
scheme	6
approved	8
thirty-three-year-old	21
tonya	5
ranged	6
age	3
office	6
front	5
neighbors	9
turned	6
demonstrations	14
clashed	7
suggests	8
preliminary	11
steep	5
won	3
votes	5
fall	4
earlier	7
marred	6
poll	4
widespread	10
allegations	11
vote-rigging	12
crushed	7
pleas	5
ignored	7
kremlin-dominated	17
honor	5
let	3
memory	6
fallen	6
keeping	7
commitment	10
daily	5
thoughts	8
true	4
former	6
touted	6
bill	4
clinton	7
bold	4
decision	8
campaign	8
ad	2
call	4
appearing	9
firehouse	9
mayor	5
rudy	4
giuliani	8
politicizing	12
personnel	9
watch	5
screen	6
barack	6
makes	5
live	4
bagram	6
field	5
fighters	8
activists	9
afford	6
big	3
question	8
sort	4
emergency	9
imf	3
editor	6
bbc	3
business	8
peston	6
reveals	7
jpmorgan	8
chase	5
trading	7
loss	4
investments	11
traders	7
announced	9
measures	8
risks	5
caused	6
vice	4
soraya	6
saenz	5
santamaria	10
find	4
extra	5
dollars	7
move	4
provide	7
cushion	7
worth	5
deficit	7
funds	5
responsible	11
unable	6
five-year	9
loan	4
convertible	11
bond	4
flexible	8
rental	6
incentivise	11
order	5
offload	7
antitrust	9
competition	11
acquire	7
google	6
motorolla	9
venturebeat	11
purchase	8
close	5
patents	7
give	4
pending	7
patent	6
applications	12
owned	5
regulatory	10
hold-out	8
merger	6
states	6
justice	7
european	8
now	3
go-ahead	8
issues	6
reason	6
boards	6
mull	4
approving	9
concerns	8
mainly	6
preferential	12
treatment	9
operating	9
android	7
system	6
runs	4
devices	7
punched	7
report	6
son	3
kicked	6
wake	4
welfare	7
investigators	13
inadequate	10
supervision	11
misdemeanor	11
records	7
battery	7
striking	8
filed	5
domestic	8
complaint	9
joe	3
johnson	7
bbs	3
jamie	5
hudson	6
lives	5
doors	5
shoot	5
effectively	11
nationalized	12
largest	7
struggling	10
fallout	7
bust	4
saddled	7
billions	8
analysts	8
steps	5
fix	3
problem	7
audiences	9
talking	7
belief	6
strong	6
abandon	7
biddle	6
interview	9
bureau	6
lockdown	8
lockdown	8
staff	5
windows	7
amid	4
skies	5
secrecy	7
tight	5
cementing	9
leave	5
extremist	9
reminder	8
stalks	6
threat	6
resurgent	9
driven	6
refusing	8
hand	4
evening	7
victims	7
shock	5
deep	4
traumatised	11
deeply	6
shocked	7
murdered	8
daughter	8
spent	5
offered	7
community	9
wider	5
overwhelming	12
sdlp	4
mid-ulster	10
mla	3
patsy	5
mcglone	7
sense	5
israel	6
evacuated	9
egypt	5
yitzhak	7
levanon	7
cairo	5
airport	7
turkish	7
airlines	8
flight	6
istanbul	8
arrival	7
flew	4
israeli	7
headquarters	12
forcing	7
evacuation	10
crowds	6
smashed	7
external	8
tossed	6
balconies	9
papers	6
tore	4
worst	5
treaty	6
jewish	6
believe	7
starting	8
fair	4
interfax	8
ignoring	8
opinion	7
discredits	10
destabilizes	12
admit	5
falsifications	14
ballot	6
stuffing	8
dominated	9
pro-kremlin	11
supporters	10
staged	6
large	5
highlighting	12
divisions	9
signal	6
easy	4
downplayed	10
reduced	7
inevitable	10
voters	6
unhappy	7
members	7
understood	10
girl	4
living	6
visiting	8
older	5
locals	6
determined	10
owner	5
killer	6
everything	10
vessel	6
arresting	9
albert	6
secretary	9
keqing	6
contest	7
beijing	7
lie	3
luzon	5
flagship	8
warship	7
patrolling	10
bail	4
enquiries	9
approval	8
goog	4
holdings	8
mmi	3
clearing	8
hurdle	6
final	5
boosts	6
apple	5
aapl	4
received	8
jurisdictions	13
jurisdictions	13
confirming	10
e-mailed	8
expect	6
imminently	10
approvals	9
europe	6
worldwide	9
filing	6
needed	6
facing	6
disputes	8
legal	5
smartphone	10
software	8
draw	4
libertyville	12
illinois-based	14
yaakov	6
amitai	6
travel	6
egyptian	8
december	8
credentials	11
staffed	7
resume	6
acceptable	10
normal	6
activity	8
arrangements	12
egyptians	9
hostility	9
sentiment	9
anti-israeli	12
muted	5
hosni	5
mubarak	7
vocal	5
postmortem	10
teenager	8
due	3
carried	7
body	4
yesterday	9
wounding	8
issued	6
bloc	4
adopted	7
gave	4
details	7
battles	7
undermined	10
sagging	7
heavy	5
commander	9
slipped	7
km	2
erupted	7
intensified	11
blow	4
declared	8
envoy	5
kofi	4
annan	5
observing	9
separated	9
young	5
merseyside	10
discovery	9
bidston	7
hill	4
birkenhead	10
concerned	9
moreton	7
wirral	6
victim	6
teens	5
post-mortem	11
establish	9
appealing	9
suspiciously	12
acting	6
deupities	9
previously	10
abuse	5
block	5
travis	6
peter	5
lived	5
makers	6
lighting	8
bb	2
guns	4
fireworks	9
guy	3
board	5
basically	9
wftv	4
fights	6
yelling	7
stuff	5
midnight	8
notified	8
indicate	8
composing	9
interviewed	11
ongoing	7
jaxs	4
accused	7
boy	3
damage	6
causing	7
classmate	9
austin	6
lewis	5
drastic	7
problems	8
described	9
caring	6
loving	6
always	6
smile	5
affect	6
did	3
good	4
pastor	6
attended	8
church	6
punching	8
rockledge	9
walls	5
jarvis	6
wash	4
fla	3
